X19,X20,X21,X27,X29,X37,X41,X42,X43,X47,X49,X50,X51,X56,X67,X68,X69,X70,X72,X76,classe
0.4527,0.4809,0.4938,0.6443,0.5466,0.4839,0.5059,0.4988,0.4655,0.4412,0.7115,0.5814,0.4437,0.6471,0.7155,0.7747,0.719,0.6333,0.3957,0.2111,GO0004749@GO0005737@GO0000162@GO0000105@GO0006189@GO0006207@GO0006166@GO0042254@GO0000723@GO0008361
0.6182,0.4924,0.6406,0.6189,0.5385,0.4819,0.2353,0.48,0.3916,0.4863,0.6774,0.5611,0.5563,0.8387,0.547,0.6667,0.6895,0.4636,0.5827,0.3783,GO0003735@GO0005843@GO0006412
0.4797,0.5191,0.5906,0.6559,0.6518,0.4553,0.3812,0.365,0.507,0.5346,0.6237,0.5837,0.5223,0.6218,0.4696,0.5864,0.5,0.6515,0.5468,0.3343,GO0015489@GO0015606@GO0015204@GO0005886@GO0015840@GO0015847@GO0015848
0.4869,0.6183,0.425,0.5982,0.4737,0.4398,0.4965,0.3365,0.569,0.5926,0.4928,0.405,0.4098,0.7378,0.489,0.5031,0.4771,0.5545,0.5719,0.5015,GO0005515@GO0000502@GO0005634@GO0005737@GO0030163
0.4223,0.584,0.3812,0.5173,0.4109,0.3072,0.3082,0.5318,0.2167,0.4573,0.6577,0.5769,0.4904,0.6773,0.511,0.5586,0.4346,0.4788,0.5324,0.3636,GO0030515@GO0005730@GO0006365
0.4527,0.4008,0.5937,0.515,0.4899,0.4578,0.4106,0.5365,0.5493,0.5813,0.6165,0.5498,0.431,0.642,0.4779,0.679,0.5882,0.6121,0.518,0.4135,GO0031202@GO0005739@GO0000372
0.5304,0.4695,0.525,0.6189,0.5567,0.496,0.4,0.3765,0.4778,0.496,0.7294,0.6018,0.5117,0.6857,0.4779,0.5895,0.451,0.6303,0.5576,0.4282,GO0003674@GO0005575@GO0008150
0.5101,0.5534,0.5937,0.7067,0.5648,0.3855,0.36,0.6024,0.2463,0.5089,0.7419,0.6244,0.5393,0.6937,0.6934,0.6821,0.7288,0.7273,0.4928,0.3167,GO0003735@GO0005842@GO0006412
0.4426,0.4275,0.5781,0.679,0.6579,0.4497,0.4117,0.4612,0.6305,0.7037,0.8082,0.7873,0.5711,0.5412,0.4724,0.6451,0.5784,0.5939,0.5647,0.3871,GO0005515@GO0005634@GO0000780@GO0051177@GO0045876
0.4358,0.4389,0.5531,0.5727,0.5121,0.504,0.5341,0.5553,0.6897,0.649,0.4176,0.5136,0.3992,0.721,0.3812,0.3333,0.2026,0.4303,0.7122,0.654,GO0003674@GO0030479@GO0007015@GO0006897
0.6081,0.5,0.6187,0.5381,0.5385,0.4438,0.4,0.4024,0.4828,0.4718,0.7168,0.5814,0.4798,0.6833,0.4641,0.7315,0.6373,0.6667,0.6151,0.3871,GO0003735@GO0005843@GO0006412@GO0000723
0.5101,0.6145,0.4281,0.4873,0.3846,0.4036,0.5012,0.5294,0.3374,0.4074,0.5842,0.5045,0.4989,0.6773,0.4475,0.4691,0.4575,0.5909,0.6187,0.5249,GO0004177@GO0005634@GO0005737@GO0005977@GO0006508
0.473,0.5153,0.4438,0.612,0.5587,0.5743,0.5929,0.4,0.5936,0.409,0.7312,0.6448,0.5265,0.7311,0.3481,0.3426,0.4477,0.5455,0.6115,0.4809,GO0005384@GO0016023@GO0005739@GO0006828
0.473,0.5382,0.5618,0.5379,0.505,0.4184,0.4013,0.5082,0.4453,0.5362,0.5932,0.4774,0.5096,0.5748,0.4448,0.534,0.5327,0.5909,0.705,0.4047,GO0016455@GO0016592@GO0006366
0.3986,0.5534,0.5469,0.5612,0.5587,0.4217,0.4165,0.5271,0.3966,0.4879,0.6326,0.6109,0.5223,0.6218,0.5608,0.7407,0.6438,0.6424,0.4964,0.2757,GO0005515@GO0005844@GO0005737@GO0000184@GO0000723@GO0006452
0.4392,0.5954,0.4187,0.6236,0.5668,0.5783,0.5224,0.5365,0.4507,0.504,0.6362,0.5068,0.414,0.5479,0.5304,0.5741,0.5523,0.5576,0.482,0.3021,GO0004674@GO0004521@GO0005635@GO0005789@GO0006020@GO0006468@GO0030969@GO0006987
0.6047,0.5611,0.6156,0.7667,0.5263,0.5803,0.5388,0.3718,0.4015,0.4638,0.3728,0.6041,0.6497,0.4622,0.3177,0.4691,0.451,0.6667,0.6547,0.5161,GO0003729@GO0005685@GO0000243@GO0000398@GO0006376
0.5507,0.3817,0.5312,0.5219,0.3259,0.3695,0.36,0.4141,0.3005,0.5314,0.7616,0.7195,0.3928,0.7378,0.4061,0.6204,0.6209,0.7576,0.518,0.3783,GO0003674@GO0016021@GO0045045
0.473,0.5954,0.4781,0.4934,0.5143,0.4101,0.3955,0.4709,0.4363,0.4605,0.5538,0.5452,0.4183,0.5916,0.442,0.5648,0.5686,0.6939,0.5791,0.4223,GO0003688@GO0005664@GO0005656@GO0006267@GO0006270@GO0030466
0.4561,0.5687,0.4781,0.563,0.5434,0.4706,0.4188,0.4677,0.466,0.6731,0.6219,0.6538,0.4777,0.5664,0.558,0.7037,0.6405,0.6879,0.5144,0.3988,GO0003700@GO0000228@GO0006350@GO0007126
0.3953,0.4847,0.5781,0.5266,0.5769,0.496,0.4259,0.5859,0.5517,0.4734,0.7348,0.6199,0.4926,0.6336,0.5691,0.7284,0.6961,0.6515,0.3741,0.3431,GO0004132@GO0005737@GO0006220
0.5338,0.584,0.5562,0.5681,0.4636,0.4799,0.3835,0.6965,0.3744,0.4235,0.6523,0.6357,0.6285,0.6908,0.3343,0.4722,0.5065,0.5879,0.4928,0.3871,GO0003677@GO0005634@GO0008150
0.3547,0.4122,0.7031,0.5891,0.5207,0.48,0.4034,0.4977,0.4126,0.4155,0.5627,0.4887,0.4544,0.7462,0.4392,0.5586,0.5392,0.6,0.5683,0.4457,GO0003674@GO0005634@GO0005730@GO0000278@GO0007127@GO0007096
0.5068,0.5038,0.5625,0.5433,0.523,0.4507,0.4239,0.4808,0.4606,0.4428,0.7133,0.6267,0.518,0.6336,0.4033,0.4352,0.4706,0.5879,0.6763,0.5572,GO0003674@GO0005934@GO0005935@GO0043332@GO0005737@GO0045026@GO0000902@GO0001100@GO0000755@GO0008360
0.4966,0.5763,0.5187,0.6513,0.5506,0.6084,0.6,0.56,0.5616,0.4509,0.5914,0.5271,0.5159,0.837,0.6188,0.5586,0.5882,0.5515,0.4209,0.4897,GO0004634@GO0000015@GO0005739@GO0005773@GO0005625@GO0006096@GO0006094@GO0032889
0.4966,0.4924,0.525,0.5812,0.5271,0.4487,0.4294,0.4537,0.4452,0.4541,0.5681,0.5656,0.5329,0.6118,0.5746,0.6265,0.5686,0.6545,0.464,0.3372,GO0005485@GO0030134@GO0005789@GO0006888@GO0006890
0.4595,0.4313,0.6187,0.6397,0.6377,0.4739,0.56,0.4,0.5911,0.5185,0.5824,0.6312,0.4607,0.6689,0.3287,0.3981,0.3627,0.5788,0.6691,0.5337,GO0005477@GO0051724@GO0005739@GO0005743@GO0006850@GO0043132
0.4358,0.4046,0.2438,0.4873,0.4413,0.3173,0.2847,0.5082,0.3768,0.5604,0.6254,0.4276,0.3949,0.6437,0.4769,0.5586,0.4608,0.6,0.5036,0.4927,GO0008379@GO0005634@GO0006979@GO0030503
0.4561,0.3626,0.6125,0.6143,0.5668,0.3936,0.4235,0.5059,0.4828,0.5475,0.5896,0.4683,0.5499,0.6487,0.4116,0.5432,0.4314,0.6121,0.518,0.4487,GO0000033@GO0005575@GO0006493
0.5405,0.4275,0.4469,0.6212,0.6336,0.5022,0.5366,0.5106,0.633,0.686,0.733,0.6154,0.5605,0.558,0.3895,0.5864,0.5523,0.5697,0.4604,0.6276,GO0004190@GO0030287@GO0030163
0.4966,0.5992,0.4656,0.4758,0.417,0.3735,0.4729,0.4988,0.1601,0.4396,0.5896,0.3959,0.3928,0.6202,0.4282,0.5,0.6111,0.6939,0.6439,0.4663,GO0008565@GO0001405@GO0005739@GO0005759@GO0030150
0.4863,0.4924,0.5719,0.5081,0.4757,0.3554,0.4118,0.5624,0.3744,0.4316,0.6326,0.5339,0.465,0.7193,0.5,0.5216,0.4804,0.5606,0.5647,0.5044,GO0004842@GO0000175@GO0030015@GO0005737@GO0016567@GO0000289@GO0006357
0.5777,0.4733,0.5562,0.6536,0.5911,0.5663,0.6565,0.5035,0.5271,0.6683,0.5699,0.4706,0.4926,0.4807,0.5414,0.7068,0.6111,0.6152,0.5504,0.3167,GO0003674@GO0000228@GO0007129@GO0007130@GO0007126
0.4189,0.2176,0.3812,0.5381,0.4555,0.4056,0.3482,0.3341,0.3892,0.5314,0.6649,0.6267,0.6136,0.6756,0.3591,0.6327,0.5556,0.6303,0.536,0.4604,GO0003887@GO0003964@GO0008233@GO0004540@GO0003723@GO0005515@GO0000943@GO0032197
0.527,0.5534,0.5937,0.6513,0.581,0.6386,0.4565,0.6282,0.4901,0.43,0.5735,0.5837,0.5053,0.6286,0.5221,0.5185,0.5948,0.5848,0.5,0.4604,GO0003924@GO0004871@GO0005622@GO0007264@GO0030468@GO0007015@GO0006887
0.4899,0.5496,0.3438,0.6097,0.6032,0.4438,0.5553,0.6071,0.5961,0.4831,0.5323,0.5023,0.3079,0.6101,0.3508,0.6358,0.6699,0.6576,0.5683,0.3666,GO0015559@GO0005887@GO0010107@GO0006855
0.5439,0.4962,0.5094,0.6074,0.3502,0.5803,0.2329,0.3012,0.5419,0.4444,0.8961,0.8258,0.5839,0.595,0.3508,0.5864,0.7255,0.7879,0.5504,0.3138,GO0003674@GO0005940@GO0005935@GO0005887@GO0007120
0.5574,0.584,0.6062,0.6097,0.5587,0.5341,0.3953,0.5318,0.5887,0.4155,0.6559,0.586,0.4374,0.8555,0.5497,0.5957,0.6895,0.6667,0.5108,0.2727,GO0003735@GO0031386@GO0005842@GO0006412@GO0016567@GO0042254
0.5203,0.5687,0.7437,0.5358,0.5506,0.6968,0.6212,0.6282,0.4354,0.4525,0.5609,0.5498,0.5244,0.6588,0.4724,0.5988,0.6176,0.5879,0.6691,0.2346,GO0043021@GO0005635@GO0030529@GO0005739@GO0005654@GO0006606@GO0006406@GO0045449
0.3581,0.5534,0.4906,0.5635,0.5628,0.4036,0.4471,0.6235,0.5222,0.6184,0.4552,0.2738,0.2654,0.7109,0.511,0.642,0.5915,0.6424,0.4424,0.4076,GO0003941@GO0005575@GO0009069
0.4122,0.4275,0.4312,0.6744,0.5526,0.5462,0.5765,0.4776,0.6823,0.5974,0.586,0.595,0.5499,0.7345,0.4365,0.5802,0.4935,0.5606,0.554,0.346,GO0015149@GO0005575@GO0008645
0.5473,0.5534,0.675,0.5958,0.5405,0.4464,0.6141,0.5576,0.4269,0.5201,0.6165,0.5339,0.5393,0.6134,0.4227,0.679,0.5065,0.5848,0.6187,0.4545,GO0043138@GO0003724@GO0005634@GO0006281
0.4493,0.5534,0.5156,0.4642,0.4433,0.4799,0.3271,0.5059,0.3645,0.5008,0.6004,0.5566,0.5011,0.7059,0.4033,0.6451,0.5654,0.5636,0.4532,0.3548,GO0003674@GO0005634@GO0006511@GO0007059
0.473,0.5954,0.4906,0.4873,0.5283,0.4839,0.4118,0.4588,0.5025,0.6618,0.4301,0.3439,0.6242,0.642,0.5635,0.5895,0.549,0.6091,0.4964,0.3578,GO0003702@GO0005634@GO0000083@GO0045944
0.4886,0.4084,0.55,0.7321,0.6275,0.5502,0.4776,0.3953,0.6355,0.6329,0.5448,0.5181,0.4268,0.679,0.5138,0.5679,0.5131,0.597,0.554,0.4249,GO0005274@GO0016020@GO0015720
0.6182,0.4847,0.6469,0.6674,0.5101,0.4016,0.4118,0.3812,0.3547,0.3994,0.6219,0.5566,0.5117,0.684,0.3757,0.5463,0.5686,0.6848,0.5719,0.3783,GO0004579@GO0008250@GO0018279
0.4595,0.5916,0.4812,0.6397,0.4798,0.4297,0.4306,0.5082,0.4557,0.5733,0.3871,0.3982,0.5032,0.6639,0.4945,0.4877,0.5,0.6636,0.5971,0.3607,GO0004016@GO0005739@GO0005886@GO0001324@GO0007188@GO0007265@GO0007126@GO0000074
0.2669,0.5534,0.5812,0.3533,0.6255,0.4659,0.4282,0.4306,0.569,0.5894,0.4731,0.491,0.5605,0.6067,0.3785,0.5926,0.549,0.6333,0.4137,0.3519,GO0003674@GO0005739@GO0008150
0.5236,0.5763,0.5281,0.6305,0.5729,0.5663,0.5012,0.5106,0.5961,0.4976,0.5717,0.4729,0.4862,0.6555,0.3923,0.4259,0.4379,0.5697,0.4568,0.3431,GO0015386@GO0005739@GO0016020@GO0015672
0.473,0.5115,0.625,0.5477,0.5084,0.4402,0.4126,0.4588,0.4439,0.4976,0.7366,0.6335,0.6051,0.605,0.5221,0.6049,0.6144,0.6455,0.5863,0.3138,GO0004722@GO0005739@GO0005737@GO0000082
0.3378,0.4084,0.3781,0.418,0.4028,0.4016,0.2024,0.4,0.2857,0.5395,0.9749,0.8507,0.4522,0.4017,0.5359,0.6821,0.7222,0.6727,0.5072,0.3812,GO0042393@GO0005678@GO0006337@GO0016573@GO0006335@GO0006336@GO0006348@GO0030466
0.4932,0.4809,0.5375,0.5866,0.5648,0.4197,0.4376,0.4353,0.5172,0.5083,0.448,0.5724,0.4798,0.6101,0.4227,0.4907,0.4739,0.5091,0.5504,0.5455,GO0003674@GO0005624@GO0008150
0.5101,0.355,0.6031,0.6074,0.5628,0.4217,0.44,0.4118,0.4557,0.4428,0.6703,0.5724,0.535,0.6471,0.4862,0.5185,0.4869,0.703,0.6331,0.4399,GO0005386@GO0005381@GO0005739@GO0008380@GO0048250
0.5,0.542,0.4906,0.6212,0.5142,0.3835,0.3812,0.4424,0.4015,0.5507,0.6219,0.5204,0.4692,0.6571,0.5138,0.5154,0.5817,0.5848,0.5827,0.4457,GO0000030@GO0005794@GO0000032@GO0006487
0.3986,0.4847,0.55,0.7229,0.5457,0.4805,0.5859,0.6,0.498,0.5668,0.6165,0.5023,0.3992,0.7664,0.4171,0.642,0.6961,0.6606,0.4568,0.2845,GO0003674@GO0005575@GO0008150
0.6182,0.416,0.6469,0.358,0.5243,0.4418,0.4871,0.5365,0.6404,0.5105,0.7885,0.6561,0.3652,0.7109,0.2735,0.4938,0.4575,0.6061,0.741,0.6569,GO0009922@GO0016020@GO0019368
0.4459,0.5344,0.5719,0.4781,0.4291,0.4277,0.3741,0.5318,0.4877,0.4412,0.6201,0.5385,0.5117,0.605,0.5083,0.5864,0.6176,0.6182,0.5396,0.4135,GO0003723@GO0005686@GO0000398
0.4764,0.5534,0.5312,0.4827,0.413,0.4116,0.3412,0.5082,0.3596,0.4686,0.5968,0.5407,0.4968,0.6588,0.5249,0.6975,0.6242,0.7182,0.518,0.3578,GO0003729@GO0005739@GO0031314@GO0009060@GO0006402
0.4696,0.2977,0.4812,0.6536,0.6964,0.3956,0.5953,0.4518,0.569,0.7295,0.7832,0.6674,0.4989,0.6964,0.4254,0.5957,0.4248,0.5485,0.5683,0.4809,GO0005353@GO0005354@GO0005355@GO0015578@GO0005886@GO0008645
0.598,0.5153,0.6312,0.7921,0.5992,0.5984,0.5341,0.1859,0.4483,0.372,0.6219,0.5995,0.5287,0.6437,0.2983,0.5123,0.5915,0.7212,0.6367,0.4575,GO0005302@GO0015186@GO0015188@GO0005773@GO0000329@GO0006865@GO0007034
0.4797,0.4809,0.4312,0.0,0.2551,0.3233,0.6612,0.6376,0.9458,0.4541,0.6577,0.5113,0.3907,0.6185,0.4751,0.5926,0.4967,0.6303,0.5827,0.1496,GO0050839@GO0009277@GO0000752
0.3277,0.4618,0.5469,0.6582,0.5162,0.4859,0.4588,0.5153,0.564,0.4605,0.6523,0.5769,0.4883,0.6857,0.4862,0.6389,0.5327,0.6879,0.4892,0.3724,GO0031202@GO0005688@GO0046540@GO0005634@GO0000398
0.6081,0.4962,0.5594,0.5681,0.5223,0.5078,0.4635,0.5247,0.5591,0.7198,0.6971,0.5747,0.6476,0.6009,0.4669,0.679,0.5817,0.5879,0.6187,0.434,GO0051864@GO0032453@GO0005634@GO0005737@GO0016577
0.473,0.4618,0.5937,0.612,0.4413,0.4644,0.4443,0.5224,0.7783,0.6023,0.4964,0.4344,0.4777,0.6588,0.3508,0.5833,0.6209,0.5424,0.6151,0.4721,GO0003674@GO0005739@GO0008150
0.6453,0.5229,0.6594,0.6744,0.5911,0.5402,0.5529,0.6024,0.601,0.4283,0.6505,0.5339,0.5626,0.9227,0.4254,0.6389,0.6765,0.6909,0.5971,0.3871,GO0003735@GO0005843@GO0006412
0.5541,0.4695,0.6594,0.6097,0.4271,0.8434,0.4071,0.3576,0.498,0.496,0.6864,0.5995,0.4904,0.5681,0.3757,0.7901,0.7745,0.6667,0.6043,0.3314,GO0003674@GO0005575@GO0008150
0.4764,0.4237,0.6688,0.6582,0.5243,0.3635,0.7459,0.4165,0.4163,0.5072,0.5789,0.5543,0.5011,0.716,0.3536,0.4506,0.4477,0.5697,0.5216,0.5044,GO0005515@GO0030479@GO0030125@GO0007015@GO0000147@GO0006897@GO0006605@GO0006895
0.625,0.626,0.6906,0.5404,0.5202,0.4538,0.5082,0.5412,0.5123,0.4589,0.6487,0.5724,0.5032,0.6756,0.4613,0.6204,0.5784,0.6667,0.5647,0.3988,GO0003674@GO0005634@GO0005737@GO0007124
0.4223,0.4313,0.5937,0.679,0.4453,0.5321,0.6235,0.4988,0.6182,0.6457,0.5627,0.4751,0.3949,0.7227,0.4033,0.5525,0.5098,0.6,0.5396,0.39,GO0003674@GO0005737@GO0008150
0.4426,0.416,0.5906,0.5497,0.6073,0.6044,0.4588,0.6682,0.5493,0.2673,0.4032,0.6652,0.7983,0.7765,0.3508,0.6327,0.5752,0.6333,0.518,0.3284,GO0003674@GO0009277@GO0015918
0.5068,0.5458,0.5355,0.5658,0.5547,0.3936,0.3788,0.4047,0.532,0.5024,0.8029,0.6719,0.5202,0.6538,0.5138,0.534,0.5163,0.5818,0.5252,0.4604,GO0018456@GO0005575@GO0006081
0.5101,0.2824,0.5656,0.7691,0.3543,0.5161,0.2871,0.4518,0.4113,0.3494,0.5609,0.724,0.7134,0.6487,0.4586,0.608,0.5359,0.6061,0.5935,0.3724,GO0004020@GO0005622@GO0005737@GO0006555@GO0000103@GO0042493
0.4392,0.4466,0.575,0.5219,0.4413,0.3173,0.2588,0.5459,0.2635,0.3961,0.5717,0.543,0.5202,0.6538,0.3702,0.5525,0.4869,0.5242,0.6403,0.4194,GO0005515@GO0000815@GO0005737@GO0043162@GO0045324@GO0045053
0.6385,0.4427,0.6969,0.7113,0.6316,0.3876,0.3153,0.3435,0.3325,0.4461,0.6738,0.5113,0.5435,0.6893,0.5387,0.7377,0.7026,0.7364,0.5683,0.3314,GO0003735@GO0003723@GO0005842@GO0006412
0.4966,0.3893,0.5844,0.3649,0.3097,0.3193,0.2612,0.48,0.2931,0.57,0.6272,0.5136,0.3928,0.6924,0.4254,0.5525,0.4379,0.4848,0.6043,0.4076,GO0051015@GO0008290@GO0005884@GO0030479@GO0051016
0.5507,0.5115,0.5719,0.6166,0.5324,0.5482,0.5247,0.4518,0.5443,0.4557,0.5627,0.4842,0.5117,0.7378,0.4227,0.5586,0.4706,0.5273,0.6583,0.5279,GO0004842@GO0005739@GO0005737@GO0000209@GO0006513
0.5608,0.6221,0.4656,0.5081,0.4413,0.4116,0.2965,0.5153,0.303,0.4847,0.595,0.5995,0.5159,0.6706,0.4613,0.5772,0.5327,0.6212,0.5324,0.4282,GO0003723@GO0005685@GO0000398
0.5,0.4618,0.5322,0.5312,0.504,0.5422,0.3176,0.4541,0.5911,0.5362,0.6774,0.5701,0.4225,0.5697,0.3895,0.537,0.5425,0.5667,0.4964,0.4487,GO0004660@GO0004662@GO0005965@GO0005953@GO0018347@GO0018348@GO0007323
0.4223,0.4656,0.625,0.4203,0.3927,0.3394,0.2612,0.4235,0.266,0.4428,0.647,0.5837,0.5732,0.6487,0.489,0.6327,0.5327,0.6545,0.6583,0.4258,GO0003674@GO0005739@GO0005741@GO0008150
0.6047,0.3931,0.7406,0.7206,0.6053,0.3916,0.5224,0.1741,0.3818,0.4283,0.6541,0.5204,0.5414,0.9025,0.4475,0.6636,0.7157,0.6788,0.6079,0.349,GO0003674@GO0005840@GO0005739@GO0005737@GO0005829@GO0006412@GO0006979
0.5473,0.4198,0.6875,0.6605,0.502,0.2811,0.4282,0.3294,0.3621,0.4879,0.6756,0.5475,0.5032,0.6437,0.4448,0.4599,0.5131,0.5364,0.5935,0.4927,GO0016251@GO0005672@GO0006367
0.4561,0.458,0.5375,0.6305,0.4919,0.5643,0.3365,0.4565,0.4729,0.467,0.5376,0.543,0.535,0.7176,0.5276,0.3981,0.4641,0.5515,0.4245,0.4516,GO0003674@GO0005840@GO0005783@GO0005789@GO0008150
0.4459,0.4198,0.5156,0.5658,0.4858,0.5482,0.3082,0.6918,0.5887,0.4734,0.6201,0.6312,0.5414,0.7613,0.5249,0.5802,0.4739,0.6394,0.5647,0.4457,GO0030060@GO0005739@GO0005759@GO0006099@GO0006108
0.4189,0.5878,0.4719,0.5404,0.4514,0.5361,0.4565,0.4729,0.532,0.3575,0.7348,0.5588,0.5605,0.6908,0.5276,0.571,0.6667,0.5818,0.4892,0.3578,GO0019237@GO0005634@GO0000778@GO0007059@GO0030472
0.4764,0.5344,0.5906,0.485,0.5607,0.504,0.3388,0.3765,0.3399,0.5201,0.4265,0.5543,0.5159,0.5983,0.4862,0.5525,0.5229,0.5152,0.6367,0.5161,GO0003674@GO0005634@GO0000398
0.5034,0.4466,0.5094,0.6028,0.3765,0.4679,0.3812,0.4165,0.4606,0.2609,0.7778,0.7014,0.6008,0.7076,0.4503,0.5401,0.4412,0.6273,0.7374,0.4516,GO0004672@GO0005940@GO0005935@GO0006468@GO0000086@GO0000078@GO0000135
0.4223,0.4466,0.3687,0.4896,0.4919,0.4699,0.3694,0.5435,0.4877,0.533,0.9857,0.7805,0.3546,0.4756,0.5304,0.6204,0.5621,0.597,0.5827,0.3666,GO0003674@GO0005657@GO0006271
0.4831,0.4237,0.0844,0.6051,0.502,0.4518,0.4165,0.5318,0.3571,0.5056,0.6953,0.5362,0.4119,0.6504,0.5856,0.6975,0.5686,0.6758,0.4568,0.4194,GO0003674@GO0005789@GO0006461@GO0007035
0.4426,0.4046,0.575,0.5966,0.5276,0.4829,0.4506,0.4795,0.4938,0.5604,0.6882,0.6719,0.5541,0.558,0.3204,0.5463,0.4967,0.5697,0.5432,0.4487,GO0003674@GO0000324@GO0016192
0.5405,0.5573,0.5375,0.4596,0.5729,0.5,0.3953,0.4965,0.6059,0.4911,0.615,0.491,0.6093,0.484,0.5249,0.6204,0.5719,0.6,0.5827,0.3226,GO0004243@GO0005739@GO0006627@GO0006879
0.4831,0.4809,0.4094,0.5932,0.5458,0.4898,0.4731,0.4693,0.5668,0.4702,0.5645,0.543,0.5202,0.7613,0.4503,0.4877,0.5392,0.6636,0.5719,0.4164,GO0008177@GO0005749@GO0005739@GO0006121@GO0006099
0.4764,0.355,0.6031,0.4134,0.4555,0.3394,0.1929,0.48,0.3498,0.6006,0.5502,0.4729,0.3715,0.7916,0.3398,0.4012,0.415,0.4394,0.5072,0.5543,GO0003735@GO0005761@GO0006412
0.5439,0.4046,0.1406,0.5035,0.5081,0.2028,0.2376,0.3294,0.3645,0.4654,0.4211,0.4457,0.482,0.7933,0.4171,0.5772,0.5196,0.4758,0.536,0.4927,GO0004128@GO0005758@GO0005739@GO0005741@GO0031307@GO0006118@GO0006696@GO0006979
0.4223,0.5344,0.5094,0.5912,0.581,0.3514,0.3459,0.4824,0.3793,0.4412,0.5538,0.5204,0.5329,0.6437,0.4088,0.5185,0.5621,0.597,0.5899,0.3783,GO0003924@GO0005525@GO0005047@GO0005785@GO0030176@GO0006614
0.3378,0.4695,0.4281,0.5312,0.5445,0.4297,0.3576,0.4094,0.3842,0.4783,0.586,0.5701,0.4692,0.6958,0.442,0.7654,0.5719,0.6,0.3561,0.3079,GO0004691@GO0005952@GO0005737@GO0006468@GO0007124@GO0043065
0.4459,0.3969,0.6312,0.3533,0.4069,0.3333,0.2447,0.4376,0.3793,0.5298,0.6344,0.4932,0.2399,0.6773,0.5663,0.5772,0.549,0.5333,0.5144,0.3724,GO0003735@GO0005762@GO0005739@GO0006412@GO0000723
0.4764,0.5573,0.5406,0.1409,0.4413,0.1145,0.0,0.3953,0.0369,0.3527,0.6846,0.5317,0.5732,0.7092,0.7127,0.9043,0.7908,0.5848,0.4532,0.2493,GO0003674@GO0005730@GO0006364@GO0000280@GO0042254
0.2466,0.5115,0.4438,0.5843,0.585,0.6867,0.5647,0.6259,0.7315,0.5781,0.4964,0.5113,0.4671,0.7126,0.4586,0.4136,0.4379,0.5606,0.6079,0.4956,GO0042626@GO0005779@GO0015908
0.5574,0.4122,0.3969,0.5104,0.419,0.3815,0.3906,0.4659,0.3054,0.4573,0.6613,0.552,0.5584,0.7361,0.4834,0.571,0.4869,0.6212,0.5504,0.4106,GO0016409@GO0005485@GO0005739@GO0000324@GO0005625@GO0016020@GO0006906@GO0006891
0.4899,0.5076,0.5469,0.6028,0.5304,0.4217,0.3388,0.4259,0.4901,0.4332,0.7115,0.5882,0.5117,0.8017,0.4641,0.6049,0.4412,0.5879,0.5216,0.3519,GO0004672@GO0005575@GO0015846
0.4459,0.5878,0.4719,0.5012,0.5061,0.5181,0.4376,0.6541,0.5,0.4976,0.5681,0.5407,0.5456,0.7092,0.4834,0.5525,0.4248,0.4515,0.554,0.4164,GO0008190@GO0005845@GO0000723@GO0042493@GO0017148
0.5068,0.626,0.5219,0.5543,0.4534,0.5321,0.3506,0.5082,0.436,0.5781,0.5233,0.5814,0.4607,0.7597,0.4337,0.4506,0.4542,0.6182,0.5899,0.4927,GO0005498@GO0008142@GO0000300@GO0005625@GO0005737@GO0016125@GO0030469@GO0006897@GO0015918@GO0006887
0.4358,0.5191,0.5438,0.6605,0.5668,0.5201,0.4165,0.4306,0.532,0.5362,0.4785,0.5905,0.5308,0.6168,0.558,0.5093,0.5686,0.6394,0.4784,0.4135,GO0003674@GO0005575@GO0007047
0.5372,0.6298,0.5219,0.5866,0.4696,0.5301,0.4047,0.5294,0.4975,0.4396,0.4892,0.491,0.5244,0.7664,0.4061,0.5247,0.5359,0.5879,0.5576,0.4839,GO0004722@GO0005737@GO0000082
0.5304,0.542,0.5937,0.5219,0.4939,0.5161,0.4165,0.3412,0.3916,0.4348,0.6774,0.6674,0.5584,0.6269,0.4724,0.5031,0.5686,0.5909,0.6727,0.3519,GO0005200@GO0042729@GO0000778@GO0005819@GO0005816@GO0005876@GO0007020@GO0030472@GO0031110
0.5169,0.4962,0.6,0.5889,0.4757,0.3253,0.3765,0.3624,0.3719,0.4879,0.6882,0.6493,0.4947,0.6706,0.5276,0.6296,0.5392,0.6788,0.6619,0.4927,GO0031490@GO0000408@GO0005634@GO0000790@GO0005737@GO0000723@GO0045944
0.4976,0.5267,0.6094,0.5912,0.5344,0.6044,0.4071,0.3718,0.5148,0.4155,0.2993,0.052,0.1826,0.8824,0.4807,0.358,0.3758,0.5485,0.8201,0.6745,GO0005296@GO0015359@GO0000328@GO0030134@GO0005771@GO0005886@GO0005887@GO0006865@GO0015846
0.5203,0.4733,0.5562,0.4042,0.4737,0.3695,0.2659,0.2871,0.2709,0.3961,0.6254,0.5543,0.5435,0.7782,0.4724,0.6605,0.6438,0.6727,0.6619,0.3167,GO0003674@GO0005634@GO0005737@GO0008150
0.4865,0.4771,0.6094,0.5404,0.419,0.249,0.3765,0.4376,0.3276,0.4686,0.6541,0.5317,0.5053,0.7345,0.395,0.4691,0.4967,0.5364,0.6978,0.4927,GO0042393@GO0000788@GO0005634@GO0005737@GO0006334@GO0000087@GO0007117
