X2,X19,X20,X21,X27,X37,X41,X42,X43,X47,X49,X50,X56,X64,X67,X68,X69,X70,X72,X76,classe
0.5269,0.4527,0.4733,0.5844,0.4642,0.0944,0.2988,0.6376,0.3399,0.5266,0.6147,0.4706,0.7546,0.4332,0.3729,0.3735,0.4346,0.5061,0.6115,0.522,GO0004175@GO0016887@GO0008540@GO0006511
0.4409,0.4932,0.645,0.5156,0.5381,0.4558,0.4047,0.4235,0.3547,0.4944,0.5806,0.5317,0.6387,0.383,0.5221,0.6944,0.6797,0.6848,0.4568,0.3196,GO0030627@GO0005685@GO0000243@GO0000395
0.3629,0.5743,0.5229,0.5812,0.5335,0.4137,0.4424,0.4071,0.3941,0.5024,0.647,0.5633,0.6487,0.338,0.5083,0.5556,0.4902,0.6455,0.5791,0.5601,GO0035064@GO0003711@GO0005634@GO0000122
0.4167,0.4831,0.6031,0.5719,0.5751,0.3273,0.3671,0.6353,0.3374,0.3446,0.6935,0.5543,0.6286,0.2725,0.4641,0.6265,0.6601,0.7515,0.5576,0.3959,GO0004809@GO0005635@GO0005739@GO0005637@GO0030488@GO0042254
0.3924,0.4868,0.5249,0.5635,0.5797,0.5201,0.4824,0.4941,0.5739,0.4316,0.6595,0.5747,0.642,0.3759,0.4871,0.6107,0.5843,0.6293,0.5459,0.3896,GO0003723@GO0005685@GO0000398
0.3078,0.3581,0.5954,0.5562,0.5866,0.5382,0.4588,0.5365,0.601,0.3253,0.5878,0.5385,0.7244,0.3895,0.6464,0.6451,0.6078,0.7303,0.4928,0.132,GO0004596@GO0031417@GO0006474@GO0000723
0.3683,0.5439,0.4656,0.5219,0.6189,0.4418,0.4659,0.3506,0.4532,0.4879,0.5986,0.4615,0.6639,0.4113,0.5138,0.5216,0.4641,0.5545,0.6619,0.4164,GO0008301@GO0019237@GO0031518@GO0000778@GO0007094
0.5202,0.527,0.5382,0.5562,0.552,0.3655,0.3718,0.4824,0.3153,0.3994,0.6846,0.5158,0.7849,0.3239,0.4696,0.5772,0.4771,0.6303,0.6763,0.4282,GO0004427@GO0005829@GO0006796
0.5766,0.5034,0.458,0.5969,0.4896,0.1847,0.2494,0.4706,0.2291,0.4412,0.6756,0.5136,0.6958,0.3753,0.4365,0.6049,0.6242,0.5273,0.5791,0.4018,GO0003674@GO0005643@GO0005634@GO0006611@GO0000056
0.3777,0.5439,0.5458,0.5719,0.5566,0.4418,0.5412,0.3553,0.3966,0.5282,0.6075,0.4887,0.642,0.4499,0.5387,0.6975,0.6176,0.6939,0.4568,0.3255,GO0004842@GO0005515@GO0005680@GO0008054@GO0031145@GO0016567@GO0006333@GO0000022@GO0000070@GO0007091
0.3656,0.4865,0.5496,0.5125,0.5935,0.3775,0.3741,0.3765,0.4335,0.5395,0.586,0.5792,0.6655,0.4319,0.5,0.463,0.5,0.6,0.6727,0.3314,GO0016929@GO0005634@GO0016926@GO0006276@GO0030261@GO0007094
0.4099,0.4734,0.5229,0.5906,0.5242,0.5201,0.3835,0.3976,0.4581,0.5845,0.3781,0.6063,0.6723,0.3522,0.3591,0.6173,0.6307,0.6303,0.6835,0.3783,GO0003674@GO0005575@GO0030437
0.2957,0.5642,0.4733,0.8281,0.6189,0.5582,0.5859,0.3929,0.6355,0.5797,0.5699,0.509,0.5597,0.3368,0.5138,0.6574,0.6176,0.6152,0.464,0.1437,GO0015343@GO0016023@GO0005768@GO0015892
0.4543,0.402,0.5878,0.5094,0.6097,0.3855,0.4353,0.5459,0.4409,0.4219,0.5824,0.5566,0.6958,0.3689,0.5028,0.4846,0.5196,0.603,0.5576,0.4164,GO0003674@GO0030123@GO0006896
0.4409,0.4696,0.5,0.5344,0.6351,0.259,0.3647,0.4494,0.3793,0.4026,0.6487,0.543,0.7866,0.1748,0.4503,0.5772,0.719,0.7121,0.7626,0.478,GO0003849@GO0005634@GO0005737@GO0009073
0.4409,0.5304,0.5076,0.6062,0.5127,0.3795,0.2988,0.6118,0.4729,0.4638,0.6326,0.5249,0.679,0.4113,0.4751,0.5772,0.6046,0.4848,0.5755,0.4663,GO0016944@GO0008023@GO0006368
0.5887,0.652,0.6527,0.5781,0.515,0.4538,0.4353,0.5247,0.436,0.4541,0.776,0.6493,0.7613,0.2314,0.453,0.5154,0.5882,0.7091,0.5971,0.5161,GO0003723@GO0005849@GO0005634@GO0005737@GO0006379@GO0006378
0.3038,0.4493,0.4771,0.5308,0.552,0.3896,0.5129,0.6,0.5837,0.4847,0.5412,0.4842,0.7395,0.5977,0.442,0.4414,0.3464,0.5333,0.5504,0.39,GO0003873@GO0004331@GO0005829@GO0006006
0.41,0.7264,0.6641,0.5332,0.3441,0.3835,0.16,0.1694,0.468,0.4702,0.5466,0.5158,0.7731,0.3201,0.3646,0.5278,0.5098,0.5182,0.5432,0.6276,GO0003674@GO0009277@GO0008150
0.3038,0.5439,0.458,0.5937,0.4786,0.4444,0.4884,0.5522,0.5987,0.5668,0.7921,0.5498,0.7026,0.4075,0.3923,0.6574,0.6471,0.597,0.4532,0.4897,GO0000772@GO0005576@GO0000750
0.5239,0.501,0.4912,0.5268,0.6397,0.4418,0.4588,0.4753,0.5468,0.3913,0.5538,0.5588,0.5916,0.3018,0.4789,0.6218,0.6374,0.6706,0.5746,0.3684,GO0000009@GO0000136@GO0006080@GO0000032@GO0006491@GO0007015@GO0000917
0.2782,0.4291,0.6107,0.5406,0.5012,0.6145,0.3953,0.3835,0.4483,0.5813,0.6452,0.5158,0.6609,0.3766,0.4309,0.5833,0.5098,0.5923,0.5216,0.3548,GO0003700@GO0005634@GO0006350@GO0006808
0.4126,0.5338,0.4237,0.5844,0.7159,0.3133,0.5553,0.2471,0.5197,0.5169,0.5251,0.4751,0.6639,0.3612,0.4945,0.5617,0.5,0.597,0.6079,0.4311,GO0015239@GO0005887@GO0042493@GO0015893
0.4005,0.3953,0.3321,0.575,0.6028,0.4578,0.5624,0.4282,0.4704,0.4928,0.6667,0.6312,0.6874,0.3612,0.5249,0.6327,0.634,0.6515,0.446,0.3607,GO0016538@GO0000307@GO0000723@GO0019220
0.3952,0.4459,0.6565,0.5469,0.6674,0.4337,0.4635,0.3435,0.4778,0.5121,0.647,0.6018,0.6756,0.3393,0.5221,0.463,0.4804,0.5667,0.6547,0.4047,GO0004407@GO0003713@GO0003714@GO0000508@GO0000509@GO0016580@GO0016575@GO0006303@GO0000183@GO0006348@GO0030466@GO0000723@GO0000122@GO0045944
0.1438,0.5203,0.4924,0.6094,0.6651,0.4547,0.5976,0.4724,0.457,0.5314,0.5986,0.552,0.6521,0.401,0.4641,0.4907,0.3922,0.7242,0.6871,0.4018,GO0015129@GO0005739@GO0005886@GO0015727
0.3118,0.5,0.5992,0.5562,0.5797,0.5301,0.5553,0.4494,0.6256,0.657,0.5538,0.5498,0.558,0.3985,0.4834,0.5494,0.549,0.6333,0.5827,0.2874,GO0003674@GO0005737@GO0006914@GO0000226
0.3898,0.4865,0.6679,0.5035,0.5982,0.3735,0.4212,0.6212,0.4729,0.6055,0.6219,0.5588,0.6975,0.3856,0.489,0.4321,0.5,0.5939,0.5899,0.4663,GO0005100@GO0030479@GO0005933@GO0007231@GO0001101
0.2917,0.3919,0.5267,0.5281,0.6651,0.4779,0.5694,0.4353,0.5197,0.4783,0.6828,0.6131,0.6706,0.3535,0.5083,0.6543,0.6144,0.6606,0.5396,0.4457,GO0003677@GO0003704@GO0005634@GO0006525@GO0045944
0.4059,0.4122,0.5115,0.5969,0.4319,0.4157,0.3224,0.2918,0.4212,0.4396,0.7061,0.5498,0.6605,0.2686,0.5166,0.9105,0.634,0.5061,0.536,0.3167,GO0003674@GO0005840@GO0005730@GO0000027@GO0042254
0.2581,0.2939,0.5076,0.5219,0.3072,0.3855,0.4847,0.6165,0.5197,0.4767,0.6111,0.4932,0.758,0.2249,0.5221,0.716,0.6765,0.6606,0.3633,0.4516,GO0004003@GO0003682@GO0005656@GO0042555@GO0005634@GO0005737@GO0006267@GO0006270@GO0006268
0.4409,0.4155,0.5229,0.4781,0.5958,0.3976,0.3765,0.5176,0.399,0.4622,0.4964,0.5905,0.6235,0.3149,0.4558,0.6265,0.6797,0.603,0.5899,0.4399,GO0015082@GO0005886@GO0015693
0.4059,0.4932,0.3969,0.55,0.4296,0.3414,0.3388,0.5882,0.4532,0.4895,0.5771,0.491,0.7008,0.3753,0.4475,0.4877,0.4935,0.6394,0.5971,0.4575,GO0000048@GO0003735@GO0005762@GO0005739@GO0006412@GO0000027
0.4194,0.473,0.5229,0.4594,0.4919,0.4096,0.5859,0.6824,0.5,0.5153,0.5932,0.5068,0.6303,0.2751,0.5193,0.5247,0.5425,0.5909,0.5827,0.4223,GO0005100@GO0005935@GO0005737@GO0007264
0.3656,0.4865,0.4656,0.625,0.5058,0.4056,0.3176,0.5647,0.4187,0.4203,0.6434,0.5837,0.6269,0.2558,0.5083,0.6975,0.6667,0.6121,0.5791,0.4194,GO0004004@GO0005730@GO0006365@GO0042254
0.3804,0.5574,0.4656,0.55,0.5999,0.4259,0.4108,0.4893,0.4141,0.5024,0.7133,0.5588,0.7139,0.2275,0.558,0.5772,0.5686,0.6788,0.6942,0.4311,GO0003735@GO0005842@GO0006412@GO0006414
0.4126,0.5541,0.3702,0.5187,0.4457,0.4578,0.6494,0.3082,0.3793,0.6377,0.7366,0.638,0.6353,0.4679,0.5138,0.5586,0.4379,0.3667,0.5216,0.5015,GO0004365@GO0005739@GO0009277@GO0005737@GO0005811@GO0006096@GO0006094
0.3508,0.4358,0.4542,0.6062,0.5497,0.4277,0.3953,0.2753,0.436,0.4348,0.6774,0.5792,0.8017,0.419,0.3923,0.4877,0.4967,0.603,0.6115,0.5103,GO0017171@GO0005737@GO0008150
0.4651,0.5574,0.4618,0.7031,0.6397,0.5823,0.3718,0.0776,0.3818,0.4074,0.6685,0.6131,0.5697,0.3792,0.337,0.5895,0.6699,0.6152,0.5647,0.3314,GO0051377@GO0005783@GO0005789@GO0006506
0.4234,0.4628,0.6298,0.5344,0.4873,0.4498,0.3412,0.5647,0.4803,0.5089,0.6147,0.5588,0.6739,0.3213,0.511,0.4846,0.4837,0.6182,0.5072,0.434,GO0003674@GO0005634@GO0005737@GO0006972@GO0009408@GO0006469
0.3952,0.4836,0.6298,0.4844,0.5312,0.4458,0.4329,0.5647,0.4163,0.6538,0.6774,0.543,0.6958,0.446,0.5193,0.463,0.4281,0.6121,0.4388,0.434,GO0000318@GO0005575@GO0006979
0.3118,0.4527,0.5725,0.6281,0.6674,0.5141,0.7224,0.6118,0.6207,0.6699,0.6022,0.4163,0.6824,0.2596,0.5856,0.5741,0.4739,0.7455,0.5755,0.437,GO0008553@GO0005739@GO0005886@GO0015992@GO0006885
0.3199,0.4493,0.5153,0.525,0.579,0.4731,0.4235,0.4707,0.5123,0.5604,0.6631,0.6335,0.4303,0.3638,0.4392,0.5617,0.5915,0.6364,0.6043,0.4633,GO0003674@GO0005575@GO0030435
0.4073,0.5203,0.4924,0.5812,0.5889,0.3273,0.3059,0.4353,0.3966,0.4911,0.5914,0.5792,0.6639,0.3702,0.442,0.5864,0.5359,0.6152,0.5935,0.522,GO0003674@GO0030008@GO0006888
0.4194,0.4932,0.4313,0.6812,0.541,0.4383,0.4172,0.4751,0.4505,0.5185,0.6344,0.5362,0.716,0.2442,0.4365,0.5,0.6536,0.6606,0.6619,0.5279,GO0008412@GO0005739@GO0031966@GO0005792@GO0006744
0.457,0.5169,0.5992,0.4562,0.4619,0.4378,0.3741,0.5294,0.3793,0.4895,0.6846,0.595,0.6639,0.4434,0.4309,0.5741,0.6013,0.6697,0.5755,0.3842,GO0003674@GO0005768@GO0030126@GO0006901@GO0006888
0.4126,0.5777,0.4695,0.5812,0.545,0.4398,0.3812,0.4282,0.468,0.5282,0.4928,0.3507,0.7832,0.4576,0.4309,0.5062,0.451,0.5273,0.5827,0.4809,GO0016887@GO0005777@GO0007031
0.4147,0.4426,0.5076,0.6312,0.6236,0.4578,0.4273,0.4898,0.4556,0.7552,0.7061,0.5339,0.442,0.4524,0.6022,0.6265,0.6078,0.6394,0.536,0.1642,GO0030528@GO0005634@GO0007126
0.547,0.5574,0.6069,0.3531,0.4942,0.3534,0.3388,0.4753,0.4113,0.4364,0.7204,0.5973,0.7361,0.3278,0.4586,0.5154,0.6209,0.6879,0.6151,0.4252,GO0016944@GO0005658@GO0035101@GO0000790@GO0006368@GO0006367
0.3602,0.473,0.6107,0.5875,0.649,0.4859,0.5906,0.3718,0.436,0.3221,0.4606,0.4819,0.7059,0.2198,0.4751,0.5586,0.4379,0.6273,0.6978,0.2991,GO0003674@GO0005934@GO0000131@GO0000282@GO0007124
0.4005,0.3074,0.5573,0.5688,0.5982,0.506,0.52,0.5294,0.532,0.4944,0.6039,0.4842,0.6118,0.2519,0.5414,0.8704,0.6373,0.6091,0.5719,0.0762,GO0003887@GO0004652@GO0005634@GO0005730@GO0016075@GO0016076@GO0016077@GO0043630@GO0007064
0.4704,0.5743,0.4847,0.6312,0.6836,0.261,0.4212,0.2682,0.3276,0.4557,0.5466,0.5249,0.7311,0.3458,0.4751,0.642,0.5719,0.7061,0.5647,0.3783,GO0003924@GO0005200@GO0005545@GO0000144@GO0000747@GO0007120@GO0007121@GO0030476@GO0000753@GO0000910
0.3374,0.4696,0.4389,0.6344,0.4688,0.2892,0.2306,0.4612,0.2562,0.4911,0.7079,0.5498,0.6833,0.3805,0.5331,0.7809,0.6765,0.5394,0.4173,0.3607,GO0003735@GO0005843@GO0006412@GO0000723
0.4032,0.4088,0.5267,0.5875,0.6005,0.5241,0.7976,0.3035,0.4187,0.5539,0.6362,0.5452,0.6683,0.3663,0.6133,0.7932,0.6569,0.6333,0.4137,0.1994,GO0003674@GO0005634@GO0005737@GO0000723
0.3777,0.4696,0.4885,0.575,0.5681,0.4719,0.5035,0.6094,0.5911,0.5233,0.6541,0.5724,0.6336,0.3419,0.511,0.5802,0.585,0.5879,0.5647,0.4106,GO0003674@GO0005739@GO0005741@GO0008150
0.3898,0.4527,0.374,0.5156,0.552,0.2791,0.2965,0.3412,0.3128,0.649,0.6649,0.7104,0.6538,0.4884,0.4144,0.6543,0.5948,0.5424,0.5576,0.3402,GO0003706@GO0005634@GO0006367@GO0046688
0.0511,0.3007,0.3206,0.4844,0.5958,0.3996,0.48,0.4753,0.6626,0.9871,0.7222,0.595,0.7092,0.8895,0.5028,0.4784,0.3595,0.4364,0.2662,0.3666,GO0003674@GO0009277@GO0008150
0.4126,0.3953,0.5344,0.5562,0.5635,0.5,0.3482,0.5835,0.335,0.467,0.6237,0.552,0.6437,0.3805,0.384,0.4722,0.549,0.6394,0.5683,0.3988,GO0030528@GO0046695@GO0005737@GO0001310@GO0031930
0.4919,0.5473,0.4695,0.65,0.6236,0.3594,0.3741,0.4941,0.3571,0.4171,0.6362,0.5136,0.7277,0.4049,0.3978,0.5586,0.5392,0.5333,0.6295,0.5513,GO0046961@GO0000220@GO0005774@GO0007035@GO0007034
0.461,0.6047,0.5344,0.4406,0.3695,0.4076,0.2235,0.5106,0.3547,0.496,0.6649,0.5226,0.7882,0.9165,0.3867,0.3056,0.2647,0.403,0.2698,0.437,GO0005507@GO0005829@GO0046688
0.4892,0.5,0.5496,0.9469,0.7737,0.5301,0.6329,0.4612,0.5074,0.3478,0.2079,0.276,0.6555,0.3419,0.1354,0.2716,0.3595,0.5,0.8921,0.6481,GO0000297@GO0005774@GO0005886@GO0015846
0.3804,0.3243,0.5076,0.589,0.4919,0.4639,0.2612,0.5318,0.4951,0.4493,0.629,0.5905,0.6084,0.2584,0.5856,0.8086,0.7647,0.7545,0.4065,0.2698,GO0030515@GO0005732@GO0032040@GO0006365@GO0030490@GO0000154@GO0042254
0.3468,0.5,0.5076,0.425,0.4527,0.4036,0.3859,0.48,0.4483,0.3977,0.4462,0.4932,0.7714,0.5064,0.4365,0.466,0.4608,0.5364,0.606,0.5103,GO0003700@GO0005634@GO0005737@GO0001324@GO0042149@GO0001302@GO0006970@GO0010286@GO0050826@GO0043618@GO0051599
0.371,0.4797,0.5458,0.6531,0.545,0.5,0.4471,0.5482,0.4089,0.5427,0.5269,0.5158,0.6403,0.4357,0.3536,0.466,0.5556,0.6485,0.536,0.4663,GO0003674@GO0005624@GO0006914
0.4328,0.5372,0.4907,0.575,0.5635,0.3775,0.4847,0.3671,0.3941,0.3897,0.5663,0.4186,0.8,0.2943,0.4144,0.5154,0.5458,0.5606,0.7806,0.5572,GO0046933@GO0005754@GO0005739@GO0042645@GO0015986
0.4422,0.4088,0.4733,0.5562,0.5982,0.4859,0.4188,0.5482,0.5099,0.5089,0.5466,0.5543,0.5882,0.3869,0.442,0.5679,0.6144,0.5424,0.5935,0.2375,GO0004681@GO0005634@GO0000329@GO0005886@GO0006468
0.3923,0.5574,0.5954,0.5406,0.6236,0.3996,0.2518,0.6118,0.4877,0.3897,0.6774,0.5882,0.7966,0.2365,0.5249,0.7346,0.7124,0.7818,0.6295,0.3021,GO0003735@GO0005842@GO0006412
0.4516,0.3919,0.5038,0.5265,0.4827,0.4438,0.4682,0.3647,0.4877,0.4654,0.6667,0.5498,0.716,0.329,0.384,0.6111,0.5523,0.6667,0.536,0.3402,GO0004596@GO0031417@GO0006474@GO0000723
0.3038,0.4426,0.4275,0.5562,0.5691,0.4606,0.4281,0.4552,0.459,0.6892,0.6559,0.5611,0.7294,0.4422,0.4503,0.5741,0.5588,0.6515,0.4964,0.3636,GO0005515@GO0005777@GO0005829@GO0006625
0.5336,0.473,0.5725,0.575,0.5335,0.4498,0.3247,0.4494,0.4704,0.4622,0.6398,0.5339,0.6975,0.3021,0.4669,0.5,0.5686,0.5818,0.7698,0.563,GO0030674@GO0030479@GO0000131@GO0007121@GO0007015@GO0000723@GO0006897@GO0007047@GO0006887
0.3898,0.473,0.3855,0.6031,0.5566,0.6004,0.3741,0.3482,0.5443,0.5395,0.7097,0.6267,0.6319,0.4602,0.4309,0.6142,0.5752,0.6273,0.5144,0.39,GO0003674@GO0005739@GO0016021@GO0045045
0.3468,0.4831,0.4122,0.5937,0.7367,0.5301,0.52,0.4353,0.6675,0.6055,0.6452,0.543,0.6588,0.3175,0.5028,0.5926,0.6503,0.6758,0.5647,0.3695,GO0008536@GO0005634@GO0006606
0.3468,0.2736,0.4427,0.5031,0.6905,0.4775,0.5906,0.4871,0.665,0.5298,0.6237,0.5204,0.6924,0.446,0.4309,0.5679,0.5523,0.6788,0.536,0.3284,GO0005088@GO0016020@GO0007265
0.5202,0.4628,0.4771,0.5625,0.3903,0.3695,0.3976,0.5224,0.4335,0.5378,0.6577,0.552,0.6118,0.2956,0.4144,0.5185,0.6667,0.6909,0.6007,0.4194,GO0051082@GO0005788@GO0006986@GO0015031
0.4382,0.3986,0.4198,0.4,0.3072,0.3193,0.1529,0.4541,0.5049,0.5491,0.6147,0.5204,0.6571,0.3676,0.4641,0.642,0.6438,0.6061,0.6403,0.393,GO0031202@GO0046540@GO0000398
0.4987,0.527,0.5725,0.4406,0.7529,0.502,0.5082,0.4353,0.5813,0.4573,0.6147,0.6109,0.5899,0.4075,0.511,0.4506,0.4706,0.6303,0.5612,0.4223,GO0005267@GO0005886@GO0030007
0.461,0.4223,0.542,0.4906,0.5266,0.4839,0.3435,0.7459,0.4778,0.5266,0.5986,0.4231,0.7765,0.3817,0.4834,0.4599,0.4216,0.4758,0.6727,0.6129,GO0004175@GO0019774@GO0006511
0.3925,0.5676,0.416,0.5719,0.5958,0.4237,0.5129,0.4329,0.4335,0.4783,0.586,0.5023,0.6538,0.3663,0.4254,0.5062,0.5719,0.4909,0.6691,0.478,GO0003674@GO0005840@GO0005737@GO0008150
0.4462,0.4865,0.5038,0.5562,0.5635,0.4317,0.3294,0.4824,0.5369,0.409,0.638,0.5271,0.6908,0.3766,0.4503,0.5093,0.4542,0.603,0.5755,0.4985,GO0016887@GO0005737@GO0019897@GO0000011@GO0042144@GO0006888
0.4368,0.5,0.5725,0.4094,0.6628,0.5201,0.5059,0.4729,0.4852,0.4235,0.6093,0.5113,0.7092,0.2057,0.5028,0.6265,0.6732,0.6333,0.5647,0.4106,GO0000250@GO0005783@GO0005886@GO0005811@GO0006696
0.4073,0.4122,0.5115,0.4875,0.4827,0.3373,0.1953,0.2776,0.3128,0.6167,0.6774,0.6109,0.6521,0.4743,0.5552,0.4599,0.4183,0.5303,0.6475,0.5601,GO0042626@GO0005886@GO0006855
0.3333,0.5135,0.5992,0.4062,0.6305,0.5321,0.5224,0.4588,0.4458,0.4573,0.6004,0.4842,0.5899,0.3072,0.453,0.5432,0.5882,0.6818,0.5791,0.4956,GO0004012@GO0015662@GO0005739@GO0005886@GO0045332@GO0030467@GO0006897@GO0006886
0.4005,0.5507,0.5458,0.5594,0.5358,0.4398,0.5741,0.4847,0.7537,0.3784,0.4444,0.3733,0.6538,0.347,0.4641,0.5154,0.5588,0.5939,0.6079,0.5279,GO0045142@GO0016944@GO0016593@GO0005634@GO0016571@GO0006368@GO0006366@GO0007059
0.422,0.1588,0.5687,0.4688,0.5404,0.5261,0.4965,0.5882,0.4791,0.5974,0.6559,0.6267,0.5782,0.3856,0.5359,0.5586,0.4837,0.6364,0.4748,0.132,GO0003674@GO0005575@GO0016485@GO0007124
0.3889,0.5135,0.5153,0.4469,0.4942,0.4859,0.3788,0.3694,0.335,0.5072,0.491,0.6063,0.6303,0.3805,0.4309,0.5772,0.6078,0.6121,0.5036,0.2757,GO0004037@GO0005575@GO0000256
0.3226,0.5101,0.4313,0.6219,0.5266,0.4759,0.3553,0.4,0.5271,0.5797,0.6165,0.6199,0.6739,0.4165,0.5166,0.5741,0.4379,0.5667,0.6439,0.393,GO0019912@GO0005737@GO0006468@GO0000086@GO0007126@GO0000080
0.2366,0.473,0.4656,0.6062,0.5497,0.498,0.3906,0.4282,0.5394,0.6715,0.4892,0.595,0.721,0.7185,0.5055,0.4444,0.2222,0.4303,0.482,0.4487,GO0004602@GO0047066@GO0005575@GO0006979
0.3306,0.5304,0.5992,0.5594,0.5635,0.3835,0.5106,0.4988,0.4754,0.5411,0.6022,0.4661,0.6908,0.3303,0.4807,0.5062,0.5588,0.6333,0.6115,0.4751,GO0003712@GO0017025@GO0000124@GO0005634@GO0000122@GO0045944
0.4812,0.3108,0.4237,0.6594,0.6582,0.4378,0.4824,0.2282,0.33,0.43,0.4982,0.5498,0.7244,0.3933,0.3923,0.5648,0.6078,0.6909,0.5036,0.3871,GO0016772@GO0005624@GO0030148@GO0006676
0.4422,0.4865,0.6527,0.4562,0.4388,0.3534,0.3318,0.5788,0.3374,0.4316,0.6237,0.5928,0.7193,0.4499,0.5525,0.6636,0.5817,0.5515,0.536,0.3519,GO0031202@GO0005682@GO0005685@GO0046540@GO0000398
0.4341,0.5811,0.584,0.6281,0.582,0.4055,0.3976,0.3694,0.5985,0.4267,0.7097,0.5905,0.6723,0.3573,0.5497,0.5401,0.4673,0.5061,0.6367,0.4985,GO0003899@GO0005736@GO0006360@GO0042254
0.3804,0.4696,0.4504,0.5062,0.5774,0.3594,0.3906,0.6,0.4729,0.5926,0.4606,0.5407,0.7109,0.4512,0.511,0.5216,0.4444,0.5879,0.536,0.4516,GO0051082@GO0005739@GO0005743@GO0009060@GO0008535@GO0016485
0.401,0.4223,0.4046,0.6562,0.5473,0.4036,0.4329,0.4776,0.3251,0.4589,0.7401,0.6199,0.716,0.3959,0.5387,0.5247,0.4248,0.6303,0.5791,0.5249,GO0004672@GO0005575@GO0015846
0.371,0.3986,0.458,0.5562,0.5681,0.3976,0.2941,0.4659,0.3054,0.496,0.7903,0.7466,0.5277,0.4357,0.489,0.6543,0.5752,0.6545,0.4245,0.3021,GO0003704@GO0005634@GO0009060@GO0045944
0.3804,0.5304,0.3893,0.6469,0.4573,0.4277,0.2024,0.4424,0.3128,0.4573,0.5663,0.5339,0.7378,0.4614,0.5028,0.5401,0.4869,0.6667,0.5324,0.3695,GO0003735@GO0005763@GO0005739@GO0006412
0.4409,0.4257,0.4656,0.5219,0.3718,0.4759,0.2918,0.4141,0.3054,0.5024,0.543,0.4502,0.6588,0.2802,0.3425,0.5093,0.6634,0.6788,0.5971,0.3988,GO0004520@GO0003723@GO0005739@GO0000372
0.4261,0.5304,0.374,0.6125,0.5834,0.4433,0.4241,0.4869,0.4573,0.4799,0.5914,0.5656,0.595,0.3021,0.384,0.5802,0.6209,0.6667,0.6115,0.4047,GO0003924@GO0004871@GO0005622@GO0007264@GO0030468@GO0007017@GO0007015@GO0007047
0.4382,0.6554,0.7672,0.475,0.6051,0.3855,0.5153,0.9247,0.3424,0.3607,0.7294,0.4977,0.7563,0.2982,0.5691,0.6944,0.6732,0.6939,0.5288,0.3519,GO0003924@GO0003743@GO0005843@GO0005739@GO0006413
0.2782,0.4189,0.4618,0.6094,0.5781,0.4805,0.4578,0.4705,0.498,0.591,0.6398,0.4615,0.6235,0.3843,0.3978,0.5062,0.5327,0.6121,0.6547,0.3695,GO0003674@GO0005575@GO0008150
0.4718,0.5878,0.6336,0.6062,0.6143,0.4036,0.3459,0.4847,0.3202,0.4654,0.6738,0.5724,0.6353,0.2545,0.4696,0.7654,0.6797,0.7,0.6799,0.349,GO0004488@GO0004477@GO0004329@GO0005739@GO0019653@GO0046656@GO0019415@GO0001718@GO0042254
0.4543,0.5574,0.3817,0.575,0.5797,0.3996,0.3482,0.3671,0.3547,0.4944,0.681,0.5724,0.8134,0.3021,0.5387,0.5988,0.5588,0.4879,0.6547,0.4545,GO0003985@GO0005829@GO0006696
0.4126,0.4358,0.4656,0.6187,0.485,0.3534,0.1576,0.5859,0.2044,0.4895,0.4928,0.4819,0.6975,0.4679,0.4254,0.5062,0.5294,0.5273,0.5504,0.434,GO0003674@GO0005739@GO0008150
0.4368,0.4831,0.4008,0.6156,0.4988,0.4237,0.3482,0.4188,0.2956,0.5024,0.5448,0.6267,0.6118,0.3625,0.4392,0.5926,0.6078,0.6485,0.5072,0.3343,GO0008565@GO0042721@GO0005739@GO0006612@GO0006626
0.4005,0.4527,0.542,0.6937,0.6443,0.4679,0.4965,0.5765,0.4433,0.5056,0.5932,0.5113,0.642,0.3046,0.5442,0.6451,0.6895,0.597,0.5612,0.4487,GO0003701@GO0000120@GO0006360
0.3629,0.6318,0.4656,0.6219,0.5173,0.3554,0.4165,0.4518,0.3399,0.3527,0.6756,0.5633,0.716,0.3548,0.6215,0.7593,0.7386,0.7121,0.6942,0.2346,GO0042134@GO0030515@GO0005732@GO0005730@GO0006365@GO0030490@GO0042254
0.4572,0.4386,0.4057,0.4963,0.6697,0.4205,0.4722,0.6118,0.5151,0.5192,0.7455,0.8303,0.4538,0.3538,0.4269,0.5078,0.5156,0.5643,0.6026,0.5285,GO0004622@GO0005576@GO0009277@GO0006650
0.4059,0.6047,0.4962,0.6625,0.5381,0.4598,0.5012,0.5271,0.4384,0.5024,0.724,0.5814,0.3479,0.2468,0.5331,0.6667,0.6405,0.7121,0.6079,0.3666,GO0003735@GO0005843@GO0005737@GO0006412@GO0030490@GO0000723
0.504,0.5236,0.5763,0.4812,0.7806,0.5281,0.6847,0.3435,0.4039,0.4348,0.629,0.5226,0.758,0.3586,0.3812,0.5093,0.5784,0.7212,0.5971,0.4018,GO0004338@GO0009277@GO0007047
0.3038,0.6014,0.4656,0.4438,0.7252,0.4366,0.4337,0.6988,0.4563,0.5829,0.5681,0.4638,0.6958,0.3933,0.4696,0.4877,0.4771,0.5788,0.5683,0.4604,GO0005089@GO0004871@GO0005622@GO0007264@GO0030468@GO0007015@GO0007047@GO0007117
